OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y
3303,S0163,SEPV 1 (Gestamp - GASNA),0,X-Elio North America Inc.,Los Angeles,2,1,SUN,4/23/2012 12:00:00 AM,0,-117.936567636,34.6134900860001
3304,S0415,SEPV Palmdale East LLC,0,S-Power (Sustainable Power Group),Los Angeles,10,PLMD,SUN,7/31/2015 12:00:00 AM,0,-117.941094129,34.6119879670001
3305,S0557,SEPV 18 - Palmdale 18,0,S-Power (Sustainable Power Group),Los Angeles,1.5,Unit 1,SUN,1/4/2016 12:00:00 AM,0,-117.939321554,34.6193869410001
3306,S0641,One Ten Partners,0,Not Available,Los Angeles,2,Unit 1,SUN,9/30/2017 12:00:00 AM,0,-117.939360082,34.6178312440001
3307,S0667,Green Beanworks C,0,S-Power (Sustainable Power Group),Los Angeles,3,Unit 1,SUN,8/18/2018 12:00:00 AM,0,-117.931829183,34.5971473810001
3308,S9236,Leolani Solar 2  LLC,0,Not Available,Los Angeles,1,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-117.935266247,34.5731443990001
3309,S9415,Lancaster Little Rock C Solar PV,0,S-Power (Sustainable Power Group),Los Angeles,5,Unit 1,SUN,12/15/2014 12:00:00 AM,0,-117.940304729,34.6027057520001
3310,S0293,Watts,0,Not Available,San Bernardino,3,1,SUN,1/1/2014 12:00:00 AM,0,-117.643484953,34.6014583800001
3311,S0373,Bolthouse Farms - S&P,0,EDP Renewables North America LLC,Kern,1,1,SUN,10/30/2008 12:00:00 AM,0,-117.69439961,34.5645090370001
3312,S0218,Adelanto Solar Power Project,0,Los Angeles Department of Water & Power (LADWP),San Bernardino,10,1,SUN,6/1/2012 12:00:00 AM,0,-117.438138951,34.547904267
3313,S9277,Industry Solar Power Generation Station 1,0,S-Power (Sustainable Power Group),San Bernardino,1.5,ISP1,SUN,12/1/2013 12:00:00 AM,0,-117.456864365,34.5530584090001
3314,S9282,Toro Power 1  LLC,0,Not Available,San Bernardino,1.5,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-117.490804396,34.5911678410001
3315,S9284,Toro Power 2  LLC,0,Not Available,San Bernardino,1,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-117.490804396,34.5911678410001
3316,S0299,Expressway Solar A,0,S-Power (Sustainable Power Group),San Bernardino,2,A,SUN,4/30/2014 12:00:00 AM,0,-117.342429583,34.5825232510001
3317,S0333,Alamo Solar LLC,0,Onward Energy,San Bernardino,20,1,SUN,4/17/2015 12:00:00 AM,0,-117.342716117,34.690750291
3318,S0410,Adelanto Solar I,0,Adelanto Solar LLC,San Bernardino,20,SAS1,SUN,9/10/2015 12:00:00 AM,0,-117.369724842,34.5553464880001
3319,S0411,Adelanto Solar II,0,Adelanto Solar LLC,San Bernardino,7,SAS2,SUN,7/15/2015 12:00:00 AM,0,-117.376759227,34.555258386
3320,S0413,Expressway Solar B,0,S-Power (Sustainable Power Group),San Bernardino,2,EXSB,SUN,5/1/2014 12:00:00 AM,0,-117.341892216,34.583340547
3321,S9276,Expressway Solar C2,0,S-Power (Sustainable Power Group),San Bernardino,1.5,EXSC2,SUN,11/1/2014 12:00:00 AM,0,-117.342543845,34.5846748810001
3322,S9278,Navajo Solar Power Generation Station 1,0,S-Power (Sustainable Power Group),San Bernardino,1.5,Unit 1,SUN,12/1/2013 12:00:00 AM,0,-117.192785212,34.5507409090001
3323,S9280,Otoe Solar Power Generation Station 1,0,S-Power (Sustainable Power Group),San Bernardino,1.5,Unit 1,SUN,12/1/2013 12:00:00 AM,0,-117.192717864,34.544554067
3324,C0019,TXI Riverside Cement Power House (Shutdown March 2008),1,TXI Riverside Cement,San Bernardino,24,"GEN1, GEN2",BIT,12/1/1954 12:00:00 AM,0,-117.336451689,34.6038991820001
3325,G0778,High Desert Power Project,0,High Desert Power Project LLC,San Bernardino,854.9,"CTG1, CTG2, CTG3, ST",NG,1/11/2003 12:00:00 AM,1,-117.364341982,34.5950293940001
3326,W0404,Cemex River Plant,0,Foundation Windpower,San Bernardino,3.24,WPRS 1,WND,12/1/2012 12:00:00 AM,0,-117.307256064,34.561975451
3327,S0725,High Desert Solar,0,MN8 Energy,San Bernardino,100,Unit 1,SUN,12/17/2021 12:00:00 AM,0,-117.37400302,34.630305241
3328,W0403,Cemex BMQ,0,Foundation Windpower,San Bernardino,3,WPRS 1,WND,11/1/2012 12:00:00 AM,0,-117.112941098,34.623341607
3329,S9293,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2052_Cossa),0,Not Available,San Luis Obispo,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-120.437252973,34.914778746
3330,S0617,Cuyama Solar,0,D. E. Shaw,Santa Barbara,43.83,Unit 1,SUN,12/1/2017 12:00:00 AM,0,-119.597688994,34.9014358050001
3331,H0058,Alamo,0,California Department of Water Resources,Los Angeles,19.67,1,WAT,7/1/1986 12:00:00 AM,0,-118.685834013,34.815441246
3332,S0639,Gaskell West 1,0,RE Gaskwell West 1 LLC,Los Angeles,20,Unit 1,SUN,3/23/2018 12:00:00 AM,0,-118.54193515,34.836272916
3333,S0237,Alpine Solar,0,NRG Solar Alpine LLC,Los Angeles,66,1,SUN,1/18/2013 12:00:00 AM,0,-118.508883384,34.796175792
3334,S0241,Antelope Valley Solar Ranch 1,0,AV Solar Ranch 1 LLC,Los Angeles,250,1,SUN,4/1/2013 12:00:00 AM,0,-118.425550472,34.780709792
3335,S0252,Solar Star I (MidAmerican),0,"BHE Renewables, LLC",Kern,177,SSI,SUN,10/1/2013 12:00:00 AM,0,-118.408320094,34.824487967
3336,S0253,Solar Star II (MidAmerican),0,"BHE Renewables, LLC",Kern,235,SSII,SUN,10/1/2013 12:00:00 AM,0,-118.348944719,34.852618669
3337,S0334,Catalina Two LLC,0,Onward Energy,Kern,18,1,SUN,5/20/2015 12:00:00 AM,0,-118.346695089,34.836328371
3338,S0531,Garland Solar Facility,0,Southern Power Company,Kern,200,GARS1,SUN,9/26/2016 12:00:00 AM,0,-118.515835221,34.8305218780001
3339,S0536,RE Astoria,0,Recurrent Energy LLC,Kern,100,Unit 1,SUN,6/29/2016 12:00:00 AM,0,-118.456266843,34.8438320180001
3340,S0537,RE Astoria 2,0,Recurrent Energy LLC,Kern,75,Unit 1,SUN,8/26/2016 12:00:00 AM,0,-118.469741307,34.831179924
3341,S0566,Kingbird Solar A,0,CD Arevon USA Inc.,Kern,20.73,Unit 1,SUN,4/30/2016 12:00:00 AM,0,-118.444076751,34.8291001650001
3342,S0567,Kingbird Solar B,0,CD Arevon USA Inc.,Kern,20.73,Unit 1,SUN,4/30/2016 12:00:00 AM,0,-118.419080263,34.82215131
3343,S0569,Rosamond West Solar 1 (Stanford Solar),0,MN8 Energy,Kern,54,M1317,SUN,12/22/2016 12:00:00 AM,0,-118.39253272,34.842572487
3344,S0570,Rosamond West Solar 2 (TID Solar),0,MN8 Energy,Kern,54,M1318,SUN,12/22/2016 12:00:00 AM,0,-118.440101717,34.8233687590001
3345,S0656,Willow Springs Solar,0,D. E. Shaw,Kern,108,Unit 1,SUN,12/21/2018 12:00:00 AM,0,-118.331243649,34.8362193580001
3346,S9206,Rachel Energy  LLC,0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-118.358695017,34.925198014
3347,W0367,"Pacific Wind Project, LLC",0,Terra-Gen Operating Company,Kern,143.5,WPRS 1,WND,5/1/1984 12:00:00 AM,0,-118.422509911,34.901295062
3348,S0700,Rosamond Central,0,Clearway Energy,Kern,192,Unit 1,SUN,12/22/2020 12:00:00 AM,0,-118.39382418,34.847061754
3349,S0287,RE Rosamond Two,0,MN8 Energy,Kern,20,1,SUN,12/23/2013 12:00:00 AM,0,-118.243981543,34.904228446
3350,S0288,RE Rosamond One,0,MN8 Energy,Kern,20,Unit 1,SUN,12/1/2013 12:00:00 AM,0,-118.252989694,34.904255392
3351,S0612,Lancaster WAD B,0,S-Power (Sustainable Power Group),Los Angeles,3,Unit 1,SUN,4/21/2017 12:00:00 AM,0,-118.191232571,34.778712012
3352,S0663,Antelope Expansion 2,0,S-Power (Sustainable Power Group),Los Angeles,105,Unit 1,SUN,12/24/2018 12:00:00 AM,0,-118.312808649,34.7540767360001
3353,S9202,Goodbar Solar 1  LLC,0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-118.251863242,34.8715688550001
3354,S9203,Josh Energy  LLC,0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-118.233057129,34.834364067
3355,S9205,MJ Power  LLC,0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-118.251870373,34.871672205
3356,S9275,Cami Solar  LLC,0,Not Available,San Bernardino,1.5,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-117.339353908,34.7410107150001
3357,S0545,LongBoat Solar,0,Deriva Energy,San Bernardino,20,PV1,SUN,12/1/2016 12:00:00 AM,0,-117.102378218,34.9057242710001
3358,G0767,Coolwater Generating Station (Retired 1/15/2015),1,GenOn Holdings Inc.,San Bernardino,726.66,"CLW-1, CLW-2, CLW-3-CT1, CLW-3-CT2, CLW-3-ST, CLW-4-CT1, CLW-4-CT2, CLW-4-ST",NG,6/15/1961 12:00:00 AM,0,-116.853581599,34.860052206
3359,S0590,Sunray 2 (formerly SEGS I),0,Stellar Power Renewable LLC,San Bernardino,20,W466,SUN,5/31/2017 12:00:00 AM,0,-116.831583026,34.863649321
3360,S0591,Sunray 3 (formerly SEGS II),0,Stellar Power Renewable LLC,San Bernardino,13.8,W465,SUN,6/12/2017 12:00:00 AM,0,-116.827854179,34.8665043610001
3361,S0069,SEGS I  - Retired 12/31/2015,1,Sunray Energy Inc,San Bernardino,13.8,UNIT 1,SUN,12/1/1984 12:00:00 AM,0,-116.827971367,34.8687770350001
3362,S0070,SEGS II - Retired 12/31/2015,1,Sunray Energy Inc,San Bernardino,30,Unit 1,SUN,12/1/1985 12:00:00 AM,0,-116.82511283,34.8628401870001
3363,S9279,Newberry Solar 1 LLC,0,Not Available,San Bernardino,1.5,Unit 1,SUN,7/11/2013 12:00:00 AM,0,-116.684423215,34.85345835
3364,G0056,Santa Maria Cogen Plant (Retired 12/31/2013 per CAISO),1,Santa Maria Cogeneration Inc,Santa Barbara,9,GEN 1,NG,6/1/1989 12:00:00 AM,0,-120.457958159,34.9442255870001
3365,E0228,Santa Maria II Landfill,0,J&A Santa Maria,Santa Barbara,1.4,1,LFG,9/12/2010 12:00:00 AM,0,-120.413925679,34.9502853130001
3366,E0260,Marian Medical Center Hospital (Santa Maria Landfill I),0,J&A Santa Maria,Santa Barbara,2.84,"Unit 1, Unit 2, Unit 3",LFG,1/1/2009 12:00:00 AM,0,-120.380311043,34.94961684
3367,G0107,Taft 26C Cogeneration Plant,0,Chevron North America Exploration and Production,Kern,12.48,"TG1, TG2, TG3, TG4",NG,7/1/1982 12:00:00 AM,0,-119.475416334,35.115683184
3368,S0412,Maricopa West Solar PV,0,Onward Energy,Kern,20,1,SUN,12/30/2015 12:00:00 AM,0,-119.327504921,35.1141877430001
3369,G0368,Berry Cogen Midway-Sunset 18MW,0,Berry Petroleum LLC,Kern,27.6,"1, 2, Cogen 42",NG,12/1/1986 12:00:00 AM,0,-119.443595143,35.093123586
3370,G0429,Chalk Cliff Cogen,0,WCAC Operating Company,Kern,47,LM5000,NG,3/20/1990 12:00:00 AM,0,-119.429915638,35.0968189720001
3371,G0638,Berry Cogen Midway-Sunset 38MW,0,Berry Petroleum LLC,Kern,37.2,Cogen 18,NG,12/1/1986 12:00:00 AM,0,-119.440907672,35.0897635270001
3372,S0606,Algonquin Power SKIC 10 Solar LLC,0,Algonquin Power Sanger LLC,Kern,10,Unit 1,SUN,1/11/2017 12:00:00 AM,0,-119.247475039,35.1241584260001
3373,S0308,Adobe Solar,0,Southern Power Company,Kern,20,1,SUN,5/1/2014 12:00:00 AM,0,-118.952082595,35.1058738510001
3374,S9036,Services  Inc. #345 Ikea Distribution,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-118.94802311,34.975382257
3375,S9194,Fotowatio Renewable Ventures,0,Not Available,Kern,12,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-118.956904582,35.1058408970001
3376,G0797,Pastoria Energy Facility,0,"Pastoria Energy Facility, L.L.C.",Kern,778,"PA1CT1, PA1CT2, PA1ST3, PA2CT4, PA2ST5",NG,7/5/2005 12:00:00 AM,1,-118.84390061,34.9560698110001
3377,S0374,Soledad,0,Not Available,Kern,1,1,SUN,12/30/2013 12:00:00 AM,0,-118.564862117,35.117013646
3378,S0375,CA Correctional Institution - Tahachapi,0,Silicon Ranch Corporation,Kern,0.99,1,SUN,2/22/2012 12:00:00 AM,0,-118.56403549,35.115898369
3379,S0376,CA Correctional Institution II - Tehachapi,0,Silicon Ranch Corporation,Kern,1.33,1,SUN,6/24/2013 12:00:00 AM,0,-118.57079809,35.118137329
3380,S0081,Catalina Solar Phase I and II,0,EDF Renewable Energy Inc,Kern,110,1,SUN,12/15/2012 12:00:00 AM,0,-118.337937513,34.934376151
3381,W0262,Windland Inc Boxcar I (retired 3/20/2020),1,See WPRS for details,Kern,7.46,WPRS 1,WND,12/29/1982 12:00:00 AM,0,-118.360219495,35.05358274
3382,W0271,Wind Stream Operations 6039 (Zond Systems  Inc - 6039),0,Not Available,Kern,6.34,WPRS 1,WND,2/1/1984 12:00:00 AM,0,-118.382582293,35.0687442820001
3383,W0272,Wind Stream Operations 6040 (Zond Systems  Inc - 6040),0,Not Available,Kern,6.66,WPRS 1,WND,9/1/1984 12:00:00 AM,0,-118.384337715,35.070501805
3384,W0273,Wind Stream Operations 6041 (Zond Systems  Inc - 6041),0,Not Available,Kern,4.5,WPRS 1,WND,12/1/1984 12:00:00 AM,0,-118.377632748,35.074019397
3385,W0274,Wind Stream Operations 6042 (Zond Systems  Inc - 6042),0,Not Available,Kern,6.34,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.368459472,35.10614049
3386,W0275,85A (Zond Systems  Inc - 6043) (retired 12/31/2019),1,Not Available,Kern,14.13,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.338871222,35.102474525
3387,W0276,85B (Zond Systems  Inc - 6044) (retired 12/31/2019),1,Not Available,Kern,21.15,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.333691992,35.101697938
3388,W0284,Wind Resource I (Calwind Wind Resource I),0,CalWind Resources Inc,Kern,8.71,WPRS 1,WND,3/24/2012 12:00:00 AM,0,-118.391447406,35.059656874
3389,W0301,Windland Inc Boxcar II (retired 3/20/2020),1,See WPRS for details,Kern,7.81,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.357582968,35.047217393
3390,W0304,Victory Gardens IV (6103) (retired 1/31/2020),1,Not Available,Kern,20.69,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.384653956,35.066226898
3391,W0306,Terra-Gen 251 Wind (Zond Monolith X) (retired 12/3/2020),1,Not Available,Kern,16.91,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.355972442,35.092535787
3392,W0310,Wind Stream Operations 6111 (AES Tehachapi Wind - Zond Systems  Inc - Northwind),0,Not Available,Kern,6.32,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.384743571,35.08652313
3393,W0370,Alta I Wind Energy Center,0,Terra-Gen Operating Company,Kern,150,WPRS 1,WND,12/29/2010 12:00:00 AM,0,-118.369035137,35.0379581400001
3394,W0419,"Windstar Energy, LLC",0,Windstar Energy LLC,Kern,120,WPRS 1,WND,1/1/2013 12:00:00 AM,0,-118.363991341,35.057984635
3395,W0420,Manzana Wind,0,See WPRS for details,Kern,189,WPRS 1,WND,1/28/2012 12:00:00 AM,0,-118.46783241,34.9443262350001
3396,W0442,Alta XI Wind Energy Center,0,See WPRS for details,Kern,89.65,WPRS 1,WND,12/31/1989 12:00:00 AM,0,-118.392099398,35.06712422
3397,W0445,Coram Tehachapi LP,0,See WPRS for details,Kern,6.53,WPRS 1,WND,12/1/1983 12:00:00 AM,0,-118.331892171,35.071372141
3398,W0449,Terra-Gen VG Wind,0,See WPRS for details,Kern,7.41,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.383602409,35.098238983
3399,W0266,CTV Management Group - 6029 - Merged with W0463 - 12/31/2015,1,See WPRS for details,Kern,5.04,WPRS 1,WND,6/3/2014 12:00:00 AM,0,-118.34188171,35.058009041
3400,W0280,CTV Management Group - Merged with W0463 - 12/31/2015,1,See WPRS for details,Kern,1.84,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.34188171,35.058009041
3401,W0285,Windridge Project (Retired 5/31/2015),1,Aero Energy LLC,Kern,4.5,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.3476996,35.057488865
3402,W0294,CTV Management Group - 6089 - Merged with W0263 - 12/31/2015,1,Coram Energy Group Ltd,Kern,4.36,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.375127399,35.077550651
3403,W0429,Helzel & Schwarzhoff 88 (Decommissioned 3/31/2016),1,See WPRS for details,Kern,1.5,WPRS 1,WND,12/24/1983 12:00:00 AM,0,-118.394100022,35.0905564810001
3404,W0463,Coram Energy LLC,0,See WPRS for details,Kern,15,WPRS 1,WND,1/1/2016 12:00:00 AM,0,-118.341826478,35.058021898
3405,W0481,Point Wind,0,"Terra-Gen, LLC",Kern,64.5,WPRS 1,WND,3/8/2021 12:00:00 AM,0,-118.364728704,35.086437039
3406,S0278,RE Rio Grande,0,Canadian Solar,Kern,5,1,SUN,11/18/2013 12:00:00 AM,0,-118.163942178,35.0492337060001
3407,S0294,RE Columbia 3,0,MN8 Energy,Kern,10,1,SUN,12/1/2013 12:00:00 AM,0,-118.172090555,35.0200164940001
3408,S0313,Camelot  LLC,0,Onward Energy,Kern,45,1,SUN,11/26/2014 12:00:00 AM,0,-118.182327349,35.014158949
3409,S0314,Columbia Two  LLC,0,Onward Energy,Kern,15,1,SUN,11/26/2014 12:00:00 AM,0,-118.183612627,35.0196082200001
3410,S0550,SEPV Mojave West,0,S-Power (Sustainable Power Group),Kern,20,Unit 1,SUN,6/15/2015 12:00:00 AM,0,-118.278226586,35.02441951
3411,W0259,Mogul Energy (retired 2018Q1),1,See WPRS for details,Kern,4,WPRS 1,WND,6/24/1982 12:00:00 AM,0,-118.278923959,35.0432894670001
3412,W0265,Ridgetop Energy II (Cannon Energy Corp),0,Ridgetop Energy LLC,Kern,46.86,WPRS 1,WND,12/31/1983 12:00:00 AM,0,-118.318351509,35.070460295
3413,W0270,Terra-Gen Mojave Windfarms (TPC Wind Farms - Tehachapi Power Purchase Trust),0,FPL Energy Operating Services Inc,Kern,28.28,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.262764785,35.044955643
3414,W0297,Ridgetop Energy (Cannon Energy Corp - 6092),0,Ridgetop Energy LLC,Kern,28.5,WPRS 1,WND,1/1/1982 12:00:00 AM,0,-118.313887853,35.0706642800001
3415,W0312,Mojave 3 (Mojave 3-4-5 (Desertwind II PPC Trust) - 6113),1,FPL Energy Operating Services Inc,Kern,23.5,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.267783717,35.066285282
3416,W0313,"Mojave 16, 17, 18 (Mojave 16-17-18  (Desertwind III PPC Trust) - 6063-6114)",0,Mojave 16/17/18 LLC,Kern,83.55,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.265040259,35.051381464
3417,W0319,Oak Creek Wind Power,0,See WPRS for details,Kern,31.5,WPRS 1,WND,2/7/2014 12:00:00 AM,0,-118.270893393,35.048448991
3418,W0320,Wind Resource II (Calwind),0,CalWind Resources Inc,Kern,19.96,WPRS 1,WND,5/17/2013 12:00:00 AM,0,-118.306775377,35.1047734630001
3419,W0372,Alta II Wind Energy Center,0,Terra-Gen Operating Company,Kern,150,WPRS 1,WND,12/29/2010 12:00:00 AM,0,-118.308529093,35.0151854850001
3420,W0374,Difwind Farms Ltd VI,0,See WPRS for details,Kern,23,WPRS 1,WND,1/1/1983 12:00:00 AM,0,-118.216118332,35.0602865020001
3421,W0385,"Oasis Power Partners, LLC",0,Oasis Power Partners LLC,Kern,60,WPRS 1,WND,1/27/2009 12:00:00 AM,0,-118.295231777,35.059230567
3422,W0387,Alta III Wind Energy Center,0,Terra-Gen Operating Company,Kern,150,WPRS 1,WND,1/1/1984 12:00:00 AM,0,-118.297784557,35.0135445920001
3423,W0388,Alta IV Wind Energy Center,0,Terra-Gen Operating Company,Kern,102,WPRS 1,WND,3/12/2011 12:00:00 AM,0,-118.256013726,35.0062004110001
3424,W0389,Alta V Wind Energy Center,0,Terra-Gen Operating Company,Kern,168,WPRS 1,WND,4/21/2011 12:00:00 AM,0,-118.237641928,35.000791674
3425,W0393,"Alta Wind VIII, LLC",0,Alta Wind VIII LLC,Kern,150,WPRS 1,WND,2/1/2012 12:00:00 AM,0,-118.241637009,35.030570314
3426,W0406,Mustang Hills LLC (Alta Wind VI Energy Center),0,EverPower Wind Holdings Inc,Kern,150,WPRS 1,WND,3/17/2012 12:00:00 AM,0,-118.317564486,35.051070769
3427,W0407,Cameron Ridge,0,Terra-Gen Operating Company,Kern,59.67,WPRS 1,WND,12/10/2014 12:00:00 AM,0,-118.321975169,35.0757699280001
3428,W0408,"Coram California Development, LP",0,Coram California Development LP,Kern,102,WPRS 1,WND,3/29/2012 12:00:00 AM,0,-118.248018109,35.015246405
3429,W0415,Pinyon Pines Winds I,0,Terra-Gen Operating Company,Kern,168,WPRS 1,WND,12/7/2012 12:00:00 AM,0,-118.214366669,35.0397321200001
3430,W0416,Pinyon Pines Winds II,0,Terra-Gen Operating Company,Kern,132,WPRS 1,WND,1/1/2013 12:00:00 AM,0,-118.2096138,35.0190649
3431,W0438,Rising Tree Wind Farm III,0,See WPRS for details,Kern,99,WPRS 1,WND,5/15/2015 12:00:00 AM,0,-118.241395883,35.05325399
3432,W0441,Alta X Wind Energy Center,0,See WPRS for details,Kern,136.8,WPRS 1,WND,12/31/1989 12:00:00 AM,0,-118.213370643,35.0699857130001
3433,W0443,Mojave 4 (retired 12/31/2020),1,See WPRS for details,Kern,29,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-118.280176147,35.050089647
3434,W0444,Mojave 5 (retired 12/31/2020),1,See WPRS for details,Kern,22.5,WPRS 1,WND,2/21/2011 12:00:00 AM,0,-118.285312611,35.0504435030001
3435,W0376,Difwind VIII - Retired 8/14/2014,1,See WPRS for details,Kern,14.9,WPRS 1,WND,1/1/1987 12:00:00 AM,0,-118.286471691,35.0896915160001
3436,W0458,Rising Tree Wind Farm I,0,See WPRS for details,Kern,79.2,WPRS 1,WND,12/31/1989 12:00:00 AM,0,-118.22079127,35.077764675
3437,W0459,Rising Tree Wind Farm II,0,See WPRS for details,Kern,19.8,WPRS 1,WND,12/31/1989 12:00:00 AM,0,-118.207473399,35.094018786
3438,W0471,"Voyager Wind II, LLC",0,Not Available,Kern,128.7,WPRS 1,WND,11/7/2018 12:00:00 AM,0,-118.276189602,35.0496676010001
3439,W0472,"Voyager Wind III, LLC",0,Not Available,Kern,43.2,WPRS 1,WND,12/23/2018 12:00:00 AM,0,-118.275886136,35.047964037
3440,W0473,"Voyager Wind IV, LLC",0,Not Available,Kern,21.6,WPRS 1,WND,12/20/2018 12:00:00 AM,0,-118.272591362,35.0511227000001
3441,S0714,Valentine Solar,0,EDF Renewable Energy Inc,Kern,100,Unit 1,SUN,12/1/2019 12:00:00 AM,0,-118.324296773,34.987933437
3442,W0477,Mojave 3-4-5,0,FPL Energy Operating Services Inc,,75,WPRS 1,WND,1/1/2021 12:00:00 AM,0,-118.260769725,35.0461350370001
3443,W0480,"Oasis Alta, LLC",0,"Terra-Gen, LLC",Kern,14.4,WPRS 1,WND,4/14/2021 12:00:00 AM,0,-118.283219721,35.0456530380001
3444,G0366,Lake Shore Mojave  LLC (Retired 8/2013),1,Energy Operations Group,Kern,55,Unit 1,NG,6/12/1990 12:00:00 AM,0,-117.701460112,35.0321369590001
3445,G0625,U S Borax Inc,0,Rio Tinto Minerals,Kern,42,Unit 1,NG,9/25/1984 12:00:00 AM,0,-117.702088201,35.034856566
3446,S0071,SEGS III (Retired 6/30/2021),1,Luz Solar Partners Ltd III,San Bernardino,34.2,GEN1,SUN,12/18/1986 12:00:00 AM,1,-117.555717453,35.0066906920001
3447,S0072,SEGS IV (Retired 6/30/2021),1,Luz Solar Partners Ltd IV,San Bernardino,34.2,GEN1,SUN,12/18/1986 12:00:00 AM,1,-117.555678993,35.0123702220001
3448,S0074,SEGS V (Retired 6/30/2021),1,Luz Solar Partners Ltd V,San Bernardino,34.2,GEN1,SUN,9/29/1987 12:00:00 AM,1,-117.555520664,35.0194804430001
3449,S0075,SEGS VI (Retired 6/30/2021),1,Luz Solar Partners Ltd VI,San Bernardino,35,GEN1,SUN,12/25/1988 12:00:00 AM,1,-117.566056979,35.020494469
3450,S0076,SEGS VII (Retired 6/30/2021),1,Luz Solar Partners Ltd VII,San Bernardino,35,GEN1,SUN,12/29/1988 12:00:00 AM,1,-117.566160121,35.0146473610001
3451,S0073,SEGS IX,0,Luz Solar Partners Ltd IX,San Bernardino,92,GEN1,SUN,10/11/1990 12:00:00 AM,1,-117.337778001,35.033475568
3452,S0077,SEGS VIII,1,Luz Solar Partners Ltd VIII,San Bernardino,92,GEN1,SUN,12/1/1989 12:00:00 AM,1,-117.356517994,35.0314656900001
3453,S0104,Mojave Solar Project,0,Mojave Solar LLC,San Bernardino,250,"Alpha, Beta",SUN,12/4/2014 12:00:00 AM,1,-117.31033789,35.007260015
3454,N0001,Diablo Canyon,0,Pacific Gas & Electric (PG&E),San Luis Obispo,2323,"Unit 201, Unit 202",NUC,5/7/1985 12:00:00 AM,0,-120.855353559,35.2116648210001
3455,S9077,California National Guard,0,Not Available,San Luis Obispo,1,1,SUN,1/1/2012 12:00:00 AM,0,-120.722953089,35.3212968080001
3456,S9129,Stocker Resources/ Plains Exploration & Production Company,0,Not Available,San Luis Obispo,1.4,1,SUN,1/1/2012 12:00:00 AM,0,-120.623303724,35.1775192150001
3457,E0254,Cold Canyon,0,Toro Energy of California LLC,San Luis Obispo,1.5,CC1,LFG,7/21/2013 12:00:00 AM,0,-120.599339783,35.1868409040001
3458,G0339,McKittrick Cogen,0,WCAC Operating Company,Kern,47,LM5000,NG,11/1/1991 12:00:00 AM,0,-119.661899392,35.319359821
3459,G0600,McKittrick Cogeneration Plant,0,Chevron North America Exploration and Production,Kern,11.2,"McK 1, McK 2, McK1, McK2, McK3",NG,6/6/2012 12:00:00 AM,0,-119.659825133,35.315983128
3460,G0601,North Midway Cogeneration Plant,0,Chevron North America Exploration and Production,Kern,9.6,"7, 8, 9, Units 5A 5B",NG,10/1/1986 12:00:00 AM,0,-119.598725115,35.276197086
3461,G0358,Midway-Sunset Cogeneration,0,Midway Sunset Cogeneration Co,Kern,234,"A, B, C",NG,5/8/1989 12:00:00 AM,1,-119.629693686,35.2272649270001
3462,G0031,Oxford Cogeneration Facility (Shutdown 12/2006),1,Aera Energy LLC,Kern,15.6,"1, 2, 3",NG,9/19/1984 12:00:00 AM,0,-119.605763181,35.2122317970001
3463,G0355,Mid-Set Cogeneration (Retired 12/31/2016),1,Mid-Set Cogeneration Facility,Kern,39.1,K100,NG,5/19/1989 12:00:00 AM,0,-119.570909391,35.19419299
3464,G0357,MMC Mid-Sun  LLC (Dismantled 4/1/2009),1,MMC Energy Inc,Kern,23,1,NG,1/26/2007 12:00:00 AM,0,-119.624307459,35.230853218
